,Admin2,Province_State,Lat,Long_,Confirmed,Deaths,Recovered,County,State,TotalPop,Transit,WorkAtHome
1461,Kimball,Nebraska,41.19774275,-103.7148131,13,0,0,Kimball,Nebraska,3720.0,0.3,4.7
1463,King,Washington,47.49137892,-121.8346131,12213,624,0,King,Washington,2045756.0,12.1,6.1
1464,King George,Virginia,38.26818502,-77.15852768,104,4,0,King George,Virginia,24933.0,1.2,3.2
1465,King William,Virginia,37.70965316,-77.09384941,58,2,0,King William,Virginia,16097.0,0.0,5.5
1466,King and Queen,Virginia,37.71044922,-76.88689628,30,1,0,King and Queen,Virginia,7106.0,0.3,7.9
1467,Kingfisher,Oklahoma,35.94530008,-97.94193268,50,0,0,Kingfisher,Oklahoma,15302.0,0.0,6.4
1469,Kings,California,36.07409056,-119.8159973,3078,40,0,Kings,California,150998.0,0.9,3.2
1473,Kiowa,Oklahoma,34.91671958,-98.97720696,17,1,0,Kiowa,Oklahoma,9302.0,1.1,6.2
1474,Kit Carson,Colorado,39.30497777,-102.6022199,37,3,0,Kit Carson,Colorado,7980.0,0.7,7.6
1475,Kitsap,Washington,47.63479026,-122.6436061,312,2,0,Kitsap,Washington,255441.0,9.1,6.9
1476,Kittitas,Washington,47.12521214,-120.67943899999999,185,0,0,Kittitas,Washington,42204.0,0.8,5.4
1478,Klamath,Oregon,42.68762984,-121.64964609999998,140,1,0,Klamath,Oregon,65972.0,0.3,5.7
1479,Kleberg,Texas,27.42435506,-97.69894948,186,1,0,Kleberg,Texas,32029.0,0.0,1.9
1480,Klickitat,Washington,45.87325839,-120.7913598,79,3,0,Klickitat,Washington,20820.0,0.0,10.0
1481,Knott,Kentucky,37.35388197,-82.94981134,23,0,0,Knott,Kentucky,16000.0,0.5,2.3
1482,Knox,Illinois,40.93148779,-90.21330340000002,175,0,0,Knox,Illinois,52112.0,0.5,2.9
1483,Knox,Indiana,38.68861576,-87.4194665,73,0,0,Knox,Indiana,38062.0,0.2,2.1
1484,Knox,Kentucky,36.89225732,-83.85403396,106,5,0,Knox,Kentucky,31809.0,0.9,2.1
1485,Knox,Maine,44.11486325,-69.10529169,25,1,0,Knox,Maine,39723.0,0.2,6.4
1487,Knox,Nebraska,42.63758421,-97.89178836,26,0,0,Knox,Nebraska,8556.0,0.1,7.5
1488,Knox,Ohio,40.39830217,-82.42027563,59,1,0,Knox,Ohio,61004.0,0.3,5.5
1489,Knox,Tennessee,35.99508821,-83.94635435,1815,12,0,Knox,Tennessee,444348.0,0.8,4.1
1491,Koochiching,Minnesota,48.24539665,-93.78352843,24,1,0,Koochiching,Minnesota,13054.0,1.9,5.5
1492,Kootenai,Idaho,47.67282258,-116.7020872,747,1,0,Kootenai,Idaho,145046.0,0.4,6.0
1493,Kosciusko,Indiana,41.24521668,-85.86312322,587,4,0,Kosciusko,Indiana,77983.0,0.2,3.8
1494,Kossuth,Iowa,43.20405458,-94.20691791,43,0,0,Kossuth,Iowa,15280.0,0.3,4.9
1495,La Crosse,Wisconsin,43.90632465,-91.11451093,611,0,0,La Crosse,Wisconsin,117048.0,1.1,3.0
1496,La Paz,Arizona,33.72854224,-113.9810029,412,7,0,La Paz,Arizona,20335.0,0.6,7.4
1497,La Plata,Colorado,37.28632032,-107.8429014,146,1,0,La Plata,Colorado,53182.0,2.1,6.1
1498,La Salle,Texas,28.34453111,-99.09908775,87,0,0,La Salle,Texas,7191.0,0.0,2.4
1499,LaGrange,Indiana,41.64232188,-85.42674232,491,10,0,LaGrange,Indiana,38084.0,0.5,6.1
1500,LaMoure,North Dakota,46.45681054,-98.53542355,14,0,0,LaMoure,North Dakota,4113.0,0.0,12.3
1501,LaPorte,Indiana,41.54366008,-86.74072188,639,28,0,LaPorte,Indiana,111280.0,1.1,3.1
1502,LaSalle,Illinois,41.34426129999999,-88.88633881,280,17,0,LaSalle,Illinois,112579.0,0.3,3.2
1503,LaSalle,Louisiana,31.67884782,-92.15907765,125,0,0,LaSalle,Louisiana,14899.0,0.7,3.4
1504,Labette,Kansas,37.19113093,-95.29849679,81,0,0,Labette,Kansas,21048.0,0.2,2.6
1506,Lackawanna,Pennsylvania,41.43564672,-75.60379201,1770,211,0,Lackawanna,Pennsylvania,213459.0,1.2,3.1
1507,Laclede,Missouri,37.65896829,-92.5888493,102,1,0,Laclede,Missouri,35514.0,0.1,3.3
1508,Lafayette,Arkansas,33.24116713,-93.60677071,32,2,0,Lafayette,Arkansas,7270.0,1.0,4.8
1509,Lafayette,Florida,29.98484137,-83.18166636,61,0,0,Lafayette,Florida,8801.0,0.6,3.6
1510,Lafayette,Louisiana,30.2049055,-92.06959876,4216,55,0,Lafayette,Louisiana,231811.0,0.6,2.6
1511,Lafayette,Mississippi,34.35687874,-89.48490961,527,4,0,Lafayette,Mississippi,51169.0,0.7,2.9
1512,Lafayette,Missouri,39.06986886,-93.78076396,104,2,0,Lafayette,Missouri,32916.0,0.5,4.8
1513,Lafayette,Wisconsin,42.66005229,-90.1317729,83,0,0,Lafayette,Wisconsin,16835.0,0.3,8.6
1514,Lafourche,Louisiana,29.52470226,-90.40976986,1677,91,0,Lafourche,Louisiana,97474.0,0.4,2.5
1515,Lake,California,39.10124298,-122.75362439999999,122,1,0,Lake,California,64158.0,0.7,11.2
1516,Lake,Colorado,39.20278823,-106.3555697,54,0,0,Lake,Colorado,7362.0,1.7,9.1
1517,Lake,Florida,28.76202069,-81.7125123,2783,27,0,Lake,Florida,310561.0,0.3,5.3
1518,Lake,Illinois,42.3224907,-88.00367925,10464,429,0,Lake,Illinois,702898.0,4.3,6.1
1519,Lake,Indiana,41.41874274,-87.38277575,5764,251,0,Lake,Indiana,491596.0,2.8,2.3
1520,Lake,Michigan,43.99050893,-85.802173,14,0,0,Lake,Michigan,11426.0,0.2,3.8
1522,Lake,Montana,47.64514965,-114.0898013,80,0,0,Lake,Montana,29157.0,0.8,11.0
1523,Lake,Ohio,41.69710807,-81.23676539,643,22,0,Lake,Ohio,229437.0,0.9,3.1
1524,Lake,Oregon,42.79246693,-120.38501629999999,24,0,0,Lake,Oregon,7842.0,0.0,8.9
1525,Lake,South Dakota,44.02193107,-97.12926365,37,1,0,Lake,South Dakota,12086.0,0.2,8.5
1526,Lake,Tennessee,36.34180170000001,-89.48921915,696,0,0,Lake,Tennessee,7687.0,0.0,2.3
1528,Lamar,Alabama,33.77995024,-88.09668032,95,1,0,Lamar,Alabama,14133.0,0.1,1.1
1529,Lamar,Georgia,33.07841647,-84.14263877,152,6,0,Lamar,Georgia,18114.0,0.1,4.4
1530,Lamar,Mississippi,31.20572971,-89.5077704,612,7,0,Lamar,Mississippi,58885.0,0.2,2.0
1531,Lamar,Texas,33.66981763,-95.57404777,418,14,0,Lamar,Texas,49566.0,0.0,3.2
1532,Lamb,Texas,34.06859623,-102.35162890000001,89,0,0,Lamb,Texas,13742.0,0.0,3.3
1533,Lamoille,Vermont,44.60353043,-72.64356694,40,1,0,Lamoille,Vermont,25027.0,0.4,5.8
1534,Lampasas,Texas,31.19531316,-98.24206613,40,0,0,Lampasas,Texas,20219.0,0.1,2.9
1535,Lancaster,Nebraska,40.78416049,-96.68777155,2216,13,0,Lancaster,Nebraska,298080.0,1.3,3.4
1536,Lancaster,Pennsylvania,40.03904563,-76.24770128,4876,386,0,Lancaster,Pennsylvania,530216.0,1.3,4.9
1537,Lancaster,South Carolina,34.68270843,-80.70513032,672,16,0,Lancaster,South Carolina,81263.0,0.1,3.1
1538,Lancaster,Virginia,37.71889653,-76.46400482,20,0,0,Lancaster,Virginia,11129.0,1.0,5.8
1539,Lander,Nevada,39.933223299999995,-117.03970749999999,45,0,0,Lander,Nevada,5946.0,13.1,3.1
1541,Lane,Oregon,43.93727035,-122.847753,317,3,0,Lane,Oregon,357060.0,3.2,5.8
1542,Langlade,Wisconsin,45.26271619,-89.07483625,11,1,0,Langlade,Wisconsin,19551.0,0.4,4.0
1543,Lanier,Georgia,31.03828570000001,-83.06472457,168,3,0,Lanier,Georgia,10403.0,0.1,2.8
1544,Lapeer,Michigan,43.09052506,-83.22153148,331,32,0,Lapeer,Michigan,88235.0,0.7,3.5
1545,Laramie,Wyoming,41.30702520000001,-104.6887497,352,0,0,Laramie,Wyoming,95431.0,0.6,3.0
1546,Larimer,Colorado,40.66671597,-105.4625784,959,30,0,Larimer,Colorado,318227.0,1.2,7.2
1547,Larue,Kentucky,37.54567114,-85.70138352,21,1,0,Larue,Kentucky,14149.0,0.0,1.7
1549,Lassen,California,40.67311306,-120.59350990000002,441,0,0,Lassen,California,32645.0,1.2,4.8
1550,Latah,Idaho,46.81587887,-116.71136979999999,36,0,0,Latah,Idaho,38339.0,0.6,5.3
1551,Latimer,Oklahoma,34.87844729,-95.25215049,22,1,0,Latimer,Oklahoma,10774.0,0.3,2.5
1552,Lauderdale,Alabama,34.90171875,-87.65624729,633,7,0,Lauderdale,Alabama,92737.0,0.2,2.2
1553,Lauderdale,Mississippi,32.40419769,-88.66229662,975,81,0,Lauderdale,Mississippi,79832.0,0.4,1.5
1554,Lauderdale,Tennessee,35.75893438,-89.63015909999999,204,4,0,Lauderdale,Tennessee,27427.0,0.1,1.4
1555,Laurel,Kentucky,37.10975748,-84.11321779,191,3,0,Laurel,Kentucky,59751.0,0.2,2.7
1556,Laurens,Georgia,32.46325233,-82.92221316,384,1,0,Laurens,Georgia,47886.0,0.2,1.5
1557,Laurens,South Carolina,34.48244419,-82.00490796,789,14,0,Laurens,South Carolina,66389.0,0.4,2.1
1558,Lavaca,Texas,29.38508402,-96.93186692,340,1,0,Lavaca,Texas,19549.0,0.4,4.3
1559,Lawrence,Alabama,34.52041498,-87.31069453,151,0,0,Lawrence,Alabama,33586.0,0.1,1.9
1560,Lawrence,Arkansas,36.04188196,-91.10867198,123,9,0,Lawrence,Arkansas,17029.0,0.2,4.0
1561,Lawrence,Illinois,38.71987914,-87.72884035,13,0,0,Lawrence,Illinois,16665.0,0.4,3.8
1562,Lawrence,Indiana,38.84112637,-86.48361629,253,25,0,Lawrence,Indiana,45814.0,0.3,3.3
1563,Lawrence,Kentucky,38.07136018,-82.72882223,13,0,0,Lawrence,Kentucky,15821.0,0.2,3.8
1564,Lawrence,Mississippi,31.55147224,-90.10841127,218,2,0,Lawrence,Mississippi,12586.0,0.7,3.4
1565,Lawrence,Missouri,37.10626634,-93.83293097,60,2,0,Lawrence,Missouri,38244.0,0.1,5.3
1566,Lawrence,Ohio,38.59743452,-82.53466552,93,0,0,Lawrence,Ohio,61827.0,0.4,1.9
1567,Lawrence,Pennsylvania,40.99206278,-80.33393706,200,9,0,Lawrence,Pennsylvania,89162.0,1.2,2.9
1568,Lawrence,South Dakota,44.35919441,-103.79294279999999,21,0,0,Lawrence,South Dakota,24645.0,0.5,4.5
1569,Lawrence,Tennessee,35.21675201,-87.39787695,259,6,0,Lawrence,Tennessee,42226.0,0.2,3.3
1570,Le Flore,Oklahoma,34.89851864,-94.70392124,63,1,0,Le Flore,Oklahoma,49899.0,0.2,2.8
1571,Le Sueur,Minnesota,44.37136597,-93.72844721,142,1,0,Le Sueur,Minnesota,27707.0,0.6,4.7
1572,Lea,New Mexico,32.79215361,-103.4123733,291,0,0,Lea,New Mexico,68149.0,0.6,2.4
1573,Leake,Mississippi,32.7536828,-89.52402044,651,20,0,Leake,Mississippi,23153.0,1.2,1.2
1574,Leavenworth,Kansas,39.20183497,-95.03620809,1227,7,0,Leavenworth,Kansas,78227.0,0.1,2.6
1575,Lebanon,Pennsylvania,40.36680311,-76.45651841,1474,50,0,Lebanon,Pennsylvania,135776.0,0.6,3.9
1576,Lee,Alabama,32.60154883,-85.35132246,1716,37,0,Lee,Alabama,150982.0,1.0,3.1
1577,Lee,Arkansas,34.78498904,-90.78383866,850,5,0,Lee,Arkansas,9966.0,0.1,1.9
1578,Lee,Florida,26.58410348,-81.88399313,10631,203,0,Lee,Florida,663675.0,1.1,5.6
1579,Lee,Georgia,31.779330600000005,-84.14324253,432,22,0,Lee,Georgia,28946.0,0.1,3.3
1580,Lee,Illinois,41.74583951,-89.29977132,109,2,0,Lee,Illinois,35027.0,0.4,4.0
1581,Lee,Iowa,40.64181461,-91.48183025,54,2,0,Lee,Iowa,35369.0,0.2,2.5
1583,Lee,Mississippi,34.291877500000005,-88.68149954,640,23,0,Lee,Mississippi,85036.0,0.3,1.9
1584,Lee,North Carolina,35.47623147,-79.17569362,950,8,0,Lee,North Carolina,59418.0,0.3,2.9
1585,Lee,South Carolina,34.16393091,-80.25690731,350,23,0,Lee,South Carolina,18461.0,0.0,1.5
1586,Lee,Texas,30.31120597,-96.97045773,98,3,0,Lee,Texas,16664.0,0.1,3.4
1587,Lee,Virginia,36.70586667,-83.12606515,22,0,0,Lee,Virginia,25206.0,0.4,2.0
1588,Leelanau,Michigan,44.94430054,-85.80150326,46,0,0,Leelanau,Michigan,21772.0,0.6,9.8
1589,Leflore,Mississippi,33.55545125,-90.29900733,569,56,0,Leflore,Mississippi,31516.0,0.1,1.9
1590,Lehigh,Pennsylvania,40.6154815,-75.59435245,4450,329,0,Lehigh,Pennsylvania,356756.0,2.1,4.1
1592,Lenawee,Michigan,41.89475156,-84.06603727,285,11,0,Lenawee,Michigan,98902.0,0.3,3.0
1593,Lenoir,North Carolina,35.24032589999999,-77.64245615,432,11,0,Lenoir,North Carolina,58782.0,0.8,1.9
1594,Leon,Florida,30.45955727,-84.27491114,2520,10,0,Leon,Florida,282940.0,1.9,3.7
1595,Leon,Texas,31.29872538,-95.9936328,98,0,0,Leon,Texas,16819.0,0.1,5.3
1596,Leslie,Kentucky,37.09246661,-83.37999606,11,0,0,Leslie,Kentucky,10997.0,1.9,0.1
1597,Letcher,Kentucky,37.12306748,-82.85346474,21,0,0,Letcher,Kentucky,23671.0,0.3,3.0
1598,Levy,Florida,29.31829741,-82.74007147,282,2,0,Levy,Florida,39821.0,0.3,5.8
1599,Lewis,Kentucky,38.53184419,-83.37735618,24,0,0,Lewis,Kentucky,13790.0,0.8,3.8
1601,Lewis,New York,43.784415700000004,-75.44903992,32,0,0,Lewis,New York,27124.0,0.2,4.2
1602,Lewis,Tennessee,35.52853208,-87.49022694,12,0,0,Lewis,Tennessee,11944.0,1.0,3.7
1603,Lewis,Washington,46.57756476,-122.39257690000001,104,3,0,Lewis,Washington,75515.0,1.0,5.2
1604,Lewis,West Virginia,38.9947249,-80.49988181,23,2,0,Lewis,West Virginia,16434.0,0.0,2.1
1605,Lewis and Clark,Montana,47.12610041,-112.39469799999999,57,0,0,Lewis and Clark,Montana,65357.0,0.5,4.5
1606,Lexington,South Carolina,33.89665987,-81.27146426,3151,64,0,Lexington,South Carolina,273843.0,0.2,4.0
1608,Liberty,Florida,30.23766008,-84.8829258,276,1,0,Liberty,Florida,8295.0,3.4,1.8
1609,Liberty,Georgia,31.82588896,-81.49251135,281,2,0,Liberty,Georgia,64427.0,0.2,0.6
1611,Liberty,Texas,30.15152688,-94.81205615,550,3,0,Liberty,Texas,77486.0,0.2,0.6
1612,Licking,Ohio,40.09136236,-82.48185785,619,13,0,Licking,Ohio,168693.0,0.3,4.6
1613,Limestone,Alabama,34.81185586,-86.98310072,691,4,0,Limestone,Alabama,88805.0,0.3,2.1
1614,Limestone,Texas,31.5454767,-96.58095444,107,1,0,Limestone,Texas,23454.0,0.0,4.0
1615,Lincoln,Arkansas,33.95317155,-91.74002806,1052,11,0,Lincoln,Arkansas,14062.0,0.0,2.4
1617,Lincoln,Georgia,33.79201475,-82.45024131,69,2,0,Lincoln,Georgia,7720.0,1.0,2.4
1618,Lincoln,Idaho,43.0012336,-114.1358773,43,0,0,Lincoln,Idaho,5260.0,1.3,6.4
1620,Lincoln,Kentucky,37.45475628,-84.6565327,61,1,0,Lincoln,Kentucky,24498.0,0.1,6.7
1621,Lincoln,Louisiana,32.6003154,-92.66597409999999,460,19,0,Lincoln,Louisiana,47349.0,0.1,3.2
1622,Lincoln,Maine,44.05996956,-69.54227124,26,0,0,Lincoln,Maine,34156.0,0.3,6.1
1623,Lincoln,Minnesota,44.41311883,-96.26688165,32,0,0,Lincoln,Minnesota,5808.0,0.1,9.7
1624,Lincoln,Mississippi,31.53288662,-90.45391915,541,36,0,Lincoln,Mississippi,34765.0,0.0,2.7
1625,Lincoln,Missouri,39.05345619,-90.95588181,122,1,0,Lincoln,Missouri,53850.0,0.4,2.8
1626,Lincoln,Montana,48.54265777,-115.4046155,40,1,0,Lincoln,Montana,19337.0,1.0,4.5
1627,Lincoln,Nebraska,41.04658298,-100.74753740000001,62,2,0,Lincoln,Nebraska,35896.0,0.3,4.5
1629,Lincoln,New Mexico,33.74526079,-105.4586166,25,0,0,Lincoln,New Mexico,19931.0,0.0,7.2
1630,Lincoln,North Carolina,35.48508185,-81.21740317,450,2,0,Lincoln,North Carolina,79578.0,0.2,4.5
1631,Lincoln,Oklahoma,35.70270942,-96.8812462,47,2,0,Lincoln,Oklahoma,34504.0,0.1,3.0
1632,Lincoln,Oregon,44.64252874,-123.86991200000001,360,7,0,Lincoln,Oregon,46347.0,2.2,6.2
1633,Lincoln,South Dakota,43.27841182,-96.72039050000001,400,1,0,Lincoln,South Dakota,49874.0,0.1,3.5
1634,Lincoln,Tennessee,35.13738622,-86.58910106,106,0,0,Lincoln,Tennessee,33550.0,0.4,2.1
1637,Lincoln,Wisconsin,45.33737523,-89.73411273,22,0,0,Lincoln,Wisconsin,28286.0,0.5,2.6
1638,Lincoln,Wyoming,42.26376367,-110.6563997,43,0,0,Lincoln,Wyoming,18316.0,1.3,7.1
1639,Linn,Iowa,42.07923082,-91.59809485,1416,84,0,Linn,Iowa,216640.0,1.1,3.4
1640,Linn,Kansas,38.21267844,-94.84254089,17,0,0,Linn,Kansas,9528.0,0.2,5.3
1641,Linn,Missouri,39.87001769,-93.10704106,22,1,0,Linn,Missouri,12401.0,0.0,4.2
1642,Linn,Oregon,44.48899494,-122.53731540000001,184,10,0,Linn,Oregon,118971.0,0.5,5.8
1643,Lipscomb,Texas,36.27783108,-100.27331509999999,12,0,0,Lipscomb,Texas,3483.0,0.3,1.5
1644,Litchfield,Connecticut,41.7937534,-73.2451475,1512,138,0,Litchfield,Connecticut,186304.0,1.4,5.0
1645,Little River,Arkansas,33.70375665,-94.23468591,50,0,0,Little River,Arkansas,12720.0,0.0,0.3
1646,Live Oak,Texas,28.35101362,-98.1246786,69,0,0,Live Oak,Texas,11873.0,0.0,6.5
1647,Livingston,Illinois,40.89188292,-88.55784752,55,2,0,Livingston,Illinois,37689.0,0.1,3.1
1648,Livingston,Kentucky,37.21137452,-88.34797529,23,0,0,Livingston,Kentucky,9394.0,0.6,2.5
1649,Livingston,Louisiana,30.44143993,-90.73061664,1645,41,0,Livingston,Louisiana,133949.0,0.1,2.7
1650,Livingston,Michigan,42.60302282,-83.91297209,619,28,0,Livingston,Michigan,184591.0,0.3,4.6
1651,Livingston,Missouri,39.78110272,-93.54645978,27,0,0,Livingston,Missouri,15042.0,0.5,6.3
1652,Livingston,New York,42.72596275,-77.77966158,151,8,0,Livingston,New York,64801.0,0.5,3.3
1653,Llano,Texas,30.70645047,-98.68475262,48,0,0,Llano,Texas,19323.0,0.0,11.8
1654,Logan,Arkansas,35.21413234,-93.71951016,89,0,0,Logan,Arkansas,22001.0,0.1,4.6
1655,Logan,Colorado,40.7249637,-103.110817,641,5,0,Logan,Colorado,21928.0,0.3,4.7
1656,Logan,Illinois,40.12581572,-89.36638784,24,0,0,Logan,Illinois,29956.0,0.8,3.5
1658,Logan,Kentucky,36.85949479,-86.877635,253,13,0,Logan,Kentucky,26851.0,0.2,2.6
1661,Logan,Ohio,40.38996525,-83.76784341,73,1,0,Logan,Ohio,45484.0,0.3,5.1
1662,Logan,Oklahoma,35.91899576,-97.44352845,101,1,0,Logan,Oklahoma,44493.0,0.6,4.0
1663,Logan,West Virginia,37.8299889,-81.93528571,39,1,0,Logan,West Virginia,35760.0,0.0,1.4
1664,Long,Georgia,31.75218791,-81.74952375,73,1,0,Long,Georgia,16588.0,0.5,0.3
1665,Lonoke,Arkansas,34.75392199,-91.88742357,213,1,0,Lonoke,Arkansas,70691.0,0.2,2.5
1666,Lorain,Ohio,41.29553751,-82.15083537,1208,70,0,Lorain,Ohio,303152.0,0.6,3.2
1667,Los Alamos,New Mexico,35.86631386,-106.31349850000001,13,0,0,Los Alamos,New Mexico,17939.0,4.0,4.5
1668,Los Angeles,California,34.30828379,-118.22824109999999,140576,3897,0,Los Angeles,California,10038388.0,6.8,5.1
1669,Loudon,Tennessee,35.73939663,-84.31145275,334,2,0,Loudon,Tennessee,50229.0,0.2,3.7
1670,Loudoun,Virginia,39.08990083,-77.63481877,4458,99,0,Loudoun,Virginia,351129.0,3.5,6.8
1671,Louisa,Iowa,41.21842119,-91.26102611,367,13,0,Louisa,Iowa,11271.0,0.1,5.3
1672,Louisa,Virginia,37.97850256,-77.96274807,138,2,0,Louisa,Virginia,33986.0,0.7,5.5
1674,Love,Oklahoma,33.95273467,-97.23906784,48,0,0,Love,Oklahoma,9663.0,0.6,4.0
1675,Lowndes,Alabama,32.1597283,-86.65158371,497,23,0,Lowndes,Alabama,10742.0,0.3,2.7
1676,Lowndes,Georgia,30.83568832,-83.27056716,1955,19,0,Lowndes,Georgia,113203.0,0.3,3.0
1677,Lowndes,Mississippi,33.47386518,-88.44191529999998,553,17,0,Lowndes,Mississippi,59699.0,0.1,1.7
1678,Lubbock,Texas,33.61008596,-101.82047890000001,3823,63,0,Lubbock,Texas,290782.0,0.9,2.8
1679,Lucas,Iowa,41.02958964,-93.32780803,35,4,0,Lucas,Iowa,8731.0,0.6,6.4
1680,Lucas,Ohio,41.62101218,-83.65468618,3110,306,0,Lucas,Ohio,436261.0,1.6,2.6
1682,Lumpkin,Georgia,34.57286511,-84.00425681,182,4,0,Lumpkin,Georgia,30921.0,0.0,4.7
1683,Luna,New Mexico,32.18179341,-107.75088259999998,132,3,0,Luna,New Mexico,24789.0,1.4,4.9
1684,Lunenburg,Virginia,36.94618528,-78.24133319,42,0,0,Lunenburg,Virginia,12558.0,0.5,3.7
1685,Luzerne,Pennsylvania,41.17823008,-75.98447579,3025,181,0,Luzerne,Pennsylvania,320095.0,1.2,3.1
1686,Lycoming,Pennsylvania,41.34310539,-77.06629984,249,20,0,Lycoming,Pennsylvania,116656.0,1.7,2.5
1687,Lyman,South Dakota,43.89522709,-99.85201878,82,1,0,Lyman,South Dakota,3837.0,0.7,11.0
1689,Lynn,Texas,33.17657705,-101.8162849,53,2,0,Lynn,Texas,5764.0,0.1,4.5
1690,Lyon,Iowa,43.38107862,-96.20926845,63,0,0,Lyon,Iowa,11723.0,0.0,6.6
1691,Lyon,Kansas,38.45576156,-96.15275715,532,7,0,Lyon,Kansas,33462.0,0.3,2.8
1692,Lyon,Kentucky,37.02080035,-88.07886257,23,3,0,Lyon,Kentucky,8402.0,0.2,1.4
1693,Lyon,Minnesota,44.41327865,-95.83806103,359,2,0,Lyon,Minnesota,25699.0,0.9,6.1
1694,Lyon,Nevada,39.01777974,-119.18704790000001,147,2,0,Lyon,Nevada,51657.0,0.2,3.2
1696,Macomb,Michigan,42.69158356,-82.92752801,7922,929,0,Macomb,Michigan,854689.0,0.8,2.5
1697,Macon,Alabama,32.38759944,-85.69267724,227,9,0,Macon,Alabama,20018.0,0.5,1.7
1698,Macon,Georgia,32.35207048,-84.04234127,140,10,0,Macon,Georgia,14045.0,1.8,4.1
1699,Macon,Illinois,39.86064913,-88.96342505,254,22,0,Macon,Illinois,109193.0,1.2,2.6
1700,Macon,Missouri,39.83049768,-92.56453089,28,0,0,Macon,Missouri,15460.0,0.9,3.3
1701,Macon,North Carolina,35.14867843,-83.41696617,336,3,0,Macon,North Carolina,33919.0,0.5,3.7
1702,Macon,Tennessee,36.53157855,-86.00778595,652,7,0,Macon,Tennessee,22761.0,0.0,1.9
1703,Macoupin,Illinois,39.26119767,-89.92424028,72,3,0,Macoupin,Illinois,46844.0,0.3,4.0
1704,Madera,California,37.21513971,-119.76655890000002,1003,9,0,Madera,California,153187.0,0.3,4.7
1705,Madison,Alabama,34.76327133,-86.55069633,2729,9,0,Madison,Alabama,346438.0,0.3,3.0
1706,Madison,Arkansas,36.01038185,-93.72524943,224,1,0,Madison,Arkansas,15702.0,0.7,6.0
1707,Madison,Florida,30.44396917,-83.47398594,382,4,0,Madison,Florida,18729.0,0.0,3.6
1708,Madison,Georgia,34.12920917,-83.21218732,184,4,0,Madison,Georgia,28232.0,0.2,4.1
1709,Madison,Idaho,43.78141028,-111.65384740000002,75,0,0,Madison,Idaho,37916.0,0.6,7.2
1710,Madison,Illinois,38.83042506,-89.90422563,1285,71,0,Madison,Illinois,267356.0,1.8,3.7
1711,Madison,Indiana,40.16143691,-85.71964711,685,64,0,Madison,Indiana,130280.0,0.2,3.2
1712,Madison,Iowa,41.33081904,-94.01554631,57,2,0,Madison,Iowa,15644.0,0.2,5.2
1713,Madison,Kentucky,37.71659336,-84.27220275,210,1,0,Madison,Kentucky,85838.0,0.4,2.6
1714,Madison,Louisiana,32.36918118,-91.23973355,441,4,0,Madison,Louisiana,11873.0,0.1,1.1
1715,Madison,Mississippi,32.63389156,-90.03513564,1560,39,0,Madison,Mississippi,100202.0,0.3,2.3
1717,Madison,Montana,45.30080065,-111.9173017,34,1,0,Madison,Montana,7767.0,0.3,15.3
1718,Madison,Nebraska,41.91676024,-97.6005481,387,4,0,Madison,Nebraska,35111.0,0.3,3.4
1719,Madison,New York,42.91653905,-75.67266639,376,17,0,Madison,New York,72427.0,0.4,3.9
1720,Madison,North Carolina,35.85402722,-82.71346418,18,0,0,Madison,North Carolina,21027.0,0.1,7.1
1721,Madison,Ohio,39.89381073,-83.40178317,230,9,0,Madison,Ohio,43456.0,0.2,3.9
1722,Madison,Tennessee,35.61181957,-88.84076036,395,2,0,Madison,Tennessee,98184.0,0.8,3.9
1723,Madison,Texas,30.96694679,-95.93003775,137,0,0,Madison,Texas,13838.0,0.0,2.1
1724,Madison,Virginia,38.41531222,-78.28220331,49,1,0,Madison,Virginia,13147.0,0.6,6.1
1726,Mahaska,Iowa,41.33521503,-92.64083907,120,17,0,Mahaska,Iowa,22396.0,0.8,4.7
1727,Mahnomen,Minnesota,47.32557075,-95.80921485,13,1,0,Mahnomen,Minnesota,5496.0,2.0,4.5
1728,Mahoning,Ohio,41.01631101,-80.77287029,1996,239,0,Mahoning,Ohio,234550.0,1.2,2.8
1729,Major,Oklahoma,36.31149996,-98.53467076,15,1,0,Major,Oklahoma,7700.0,0.0,3.3
1730,Malheur,Oregon,43.1937027,-117.62273950000001,434,3,0,Malheur,Oregon,30551.0,0.2,6.0
1733,Manatee,Florida,27.47196942,-82.31831044,5419,140,0,Manatee,Florida,343729.0,0.9,6.7
1734,Manistee,Michigan,44.33352407,-86.05626916,29,0,0,Manistee,Michigan,24536.0,0.7,4.9
1735,Manitowoc,Wisconsin,44.11946801,-87.80928853,162,1,0,Manitowoc,Wisconsin,80521.0,0.3,2.9
1736,Marathon,Wisconsin,44.89792533,-89.75863384,304,1,0,Marathon,Wisconsin,135177.0,0.4,4.6
1737,Marengo,Alabama,32.24767634,-87.78796182,364,11,0,Marengo,Alabama,20306.0,0.4,3.0
1738,Maricopa,Arizona,33.34835867,-112.4918154,84233,1198,0,Maricopa,Arizona,4018143.0,2.4,5.9
1740,Marin,California,38.07122463,-122.72106310000001,3888,38,0,Marin,California,258349.0,9.9,10.1
1741,Marinette,Wisconsin,45.38553432,-88.03324599999998,121,3,0,Marinette,Wisconsin,41287.0,0.4,2.7
1742,Marion,Alabama,34.13697363,-87.88704173,332,14,0,Marion,Alabama,30387.0,0.2,2.8
1743,Marion,Arkansas,36.26844485,-92.68451899,14,0,0,Marion,Arkansas,16458.0,0.3,3.5
