,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,lat,long
6581,480000.0,3,2.0,1460,7860,1.0,5,7,1967,47.6233,-122.108
6582,536000.0,3,1.75,1530,8503,1.0,4,7,1983,47.6872,-122.185
6584,550000.0,3,2.25,1980,40887,1.0,4,8,1980,47.6478,-122.029
6585,260000.0,3,1.75,1710,6400,1.0,4,7,1976,47.3036,-122.377
6586,284900.0,2,1.5,1160,982,2.0,3,7,2006,47.7675,-122.315
6587,740000.0,3,2.5,2200,3000,2.0,3,9,2002,47.6451,-122.35
6588,425000.0,2,1.0,1170,5000,1.0,4,7,1920,47.5449,-122.388
6589,230000.0,3,1.0,1120,7500,1.0,3,7,1965,47.5112,-122.359
6590,675000.0,3,1.5,1710,4000,2.0,3,8,1926,47.5714,-122.385
6591,267500.0,3,1.75,1650,7807,1.0,3,7,1986,47.3514,-122.167
6593,1250000.0,4,3.0,3310,217800,1.5,3,9,1989,47.6616,-121.999
6594,460000.0,3,2.0,1860,7232,1.0,3,7,1985,47.7165,-122.319
6595,445000.0,3,2.5,2250,9608,2.0,3,8,1994,47.4865,-121.802
6596,715000.0,3,2.5,2890,7027,2.0,3,8,2004,47.6111,-122.009
6597,425000.0,3,1.75,2120,5992,1.0,3,7,1947,47.7083,-122.308
6598,370000.0,4,2.5,2130,4750,2.0,3,8,2009,47.4324,-122.184
6599,302000.0,2,1.75,1170,8200,1.0,4,6,1937,47.3263,-122.305
6600,453000.0,4,1.75,2120,7420,1.0,4,7,1956,47.6019,-122.13
6601,290000.0,3,1.75,1280,10716,1.0,4,7,1969,47.4755,-122.145
6602,1035000.0,4,2.5,3170,47502,2.0,3,10,1988,47.6495,-122.185
6603,925000.0,4,2.25,2260,41984,1.0,4,9,1967,47.6622,-122.171
6604,600000.0,3,1.75,2930,19876,1.0,3,9,1993,47.7443,-122.17
6606,204950.0,4,1.75,1740,9344,1.0,3,7,1978,47.3196,-122.399
6607,675000.0,4,2.5,2990,5400,2.0,3,8,2005,47.6122,-122.009
6608,995000.0,4,3.25,3530,20012,2.0,3,11,1986,47.7193,-122.127
6609,800000.0,5,2.0,2960,10960,1.0,4,7,1957,47.6162,-122.174
6610,472500.0,3,2.5,1650,3711,2.0,3,8,1996,47.6863,-122.093
6611,549950.0,4,2.5,2720,13500,1.0,3,8,1969,47.6191,-122.145
6612,575575.0,3,1.75,1516,2897,1.0,3,7,1925,47.6842,-122.341
6613,545000.0,4,3.25,4386,12275,1.0,3,10,2006,47.3329,-122.2
6614,340000.0,3,2.25,2580,7434,1.0,3,7,1963,47.7446,-122.332
6615,225000.0,3,1.0,960,5512,1.0,4,6,1963,47.4944,-122.165
6616,299950.0,2,1.75,1460,10506,1.0,3,7,1983,47.4048,-122.178
6617,829900.0,4,3.5,3840,4000,2.0,3,8,2001,47.6642,-122.291
6618,340000.0,4,2.5,2090,4200,2.0,3,7,2007,47.3659,-122.017
6619,515000.0,4,2.25,2470,7800,1.0,3,8,1975,47.6913,-122.115
6620,601000.0,4,2.5,2090,6906,2.0,4,8,1992,47.5718,-121.996
6621,470000.0,3,2.5,2070,8581,2.0,3,8,1994,47.5101,-122.151
6622,371500.0,3,1.0,1650,6400,1.0,4,7,1954,47.52,-122.365
6623,550000.0,3,1.75,1880,45738,1.0,4,8,1980,47.7662,-122.114
6624,242550.0,4,2.5,2060,7720,2.0,3,8,1995,47.2956,-122.374
6625,367500.0,3,1.5,1410,9647,1.0,3,8,1961,47.7608,-122.361
6626,359000.0,4,3.5,2770,8763,2.0,3,8,1996,47.2625,-122.308
6627,204900.0,3,2.0,1390,8245,1.0,2,7,1984,47.2669,-122.254
6628,850000.0,4,2.75,5440,239580,1.0,2,9,1969,47.354,-122.293
6629,187000.0,3,1.5,1280,4452,2.0,3,6,1985,47.3344,-122.216
6630,326000.0,3,2.75,1720,28000,1.0,4,7,1958,47.4375,-122.176
6631,340000.0,3,2.75,1720,28000,1.0,4,7,1958,47.4375,-122.176
6632,330000.0,6,2.25,3040,28535,1.0,3,8,1951,47.3864,-122.223
6633,782000.0,4,3.5,3780,7769,2.0,3,9,2001,47.691,-122.129
6634,612000.0,4,2.5,2670,5974,2.0,3,8,1999,47.7122,-122.231
6635,400000.0,3,2.0,1350,7216,1.0,3,7,1964,47.7616,-122.365
6637,313000.0,2,1.5,870,747,2.0,3,8,2004,47.6967,-122.342
6638,735000.0,4,2.25,2410,4250,1.5,5,7,1929,47.6849,-122.376
6639,471000.0,3,1.75,1640,10123,1.0,3,8,1977,47.7698,-122.167
6640,350000.0,3,1.0,1540,9800,1.0,4,7,1950,47.7604,-122.329
6641,530000.0,4,2.5,2370,9601,1.0,3,8,1976,47.5327,-122.054
6642,415000.0,4,3.0,1830,9548,2.0,3,7,1991,47.7379,-122.224
6643,639500.0,4,2.25,2330,8994,2.0,3,8,1986,47.7264,-122.104
6644,580379.0,4,2.75,2240,27820,1.5,4,8,1976,47.5936,-122.054
6645,378000.0,2,2.5,1700,2513,2.0,3,8,2009,47.5163,-121.878
6646,265000.0,3,2.25,1750,9298,1.0,4,7,1969,47.4579,-122.164
6647,212000.0,3,1.75,1100,9750,1.0,4,6,1967,47.2955,-122.362
6649,750000.0,4,2.5,2540,6491,2.0,3,8,1997,47.6363,-122.117
6650,384900.0,5,2.5,3090,12750,1.0,3,8,1968,47.3408,-122.335
6651,176000.0,2,1.0,770,5200,1.0,5,6,1969,47.3627,-122.087
6652,350000.0,3,2.75,2370,4632,2.0,3,7,2002,47.3794,-122.022
6653,168000.0,3,1.0,1200,7210,1.0,4,6,1977,47.3729,-122.183
6655,580000.0,3,2.75,2660,32757,1.0,4,8,1975,47.7649,-122.098
6656,442500.0,3,1.75,1600,10280,1.0,3,7,1977,47.725,-122.174
6657,515000.0,2,2.5,1330,1249,3.0,3,8,2004,47.6668,-122.285
6659,659000.0,3,2.5,2510,6320,2.0,3,9,1996,47.5868,-122.033
6660,414999.0,4,2.5,2150,10098,1.0,3,7,1963,47.7166,-122.201
6661,275000.0,3,1.5,1180,10277,1.0,3,6,1983,47.488,-121.787
6662,193000.0,2,1.0,680,8640,1.0,4,5,1951,47.4559,-122.289
6663,525000.0,4,2.5,2840,4750,2.0,3,9,2002,47.4511,-122.121
6664,424000.0,3,2.5,1820,7500,2.0,3,8,1985,47.7155,-122.104
6665,455000.0,2,1.0,1070,5150,1.0,4,6,1908,47.6853,-122.366
6668,523000.0,3,1.75,3000,5413,2.0,4,8,1963,47.6962,-122.312
6669,615000.0,4,1.75,2270,9830,1.0,4,8,1959,47.5999,-122.176
6670,1515000.0,4,4.0,4500,11795,2.0,3,12,1991,47.5533,-122.098
6672,710000.0,3,2.5,2830,9680,2.0,3,10,1991,47.6249,-122.024
6673,215000.0,3,1.0,960,9563,1.0,5,7,1967,47.2864,-122.357
6674,590000.0,2,1.0,1530,6450,1.0,4,7,1920,47.6833,-122.398
6675,323000.0,5,2.5,2500,13034,1.0,3,7,1962,47.3343,-122.194
6676,279000.0,4,2.0,1560,7569,1.5,4,7,1966,47.4496,-122.155
6677,535100.0,3,2.25,2070,7207,1.0,3,8,1973,47.7735,-122.371
6678,830000.0,5,2.25,2710,19800,1.0,5,9,1959,47.5958,-122.175
6679,815000.0,4,2.5,3150,4203,2.0,3,9,2002,47.688,-122.164
6680,535900.0,3,2.25,1880,10880,1.0,3,8,1975,47.5937,-122.116
6681,230000.0,3,1.0,1250,8800,1.0,3,7,1955,47.497,-122.357
6682,325500.0,4,1.75,2290,8142,1.0,4,7,1969,47.4564,-122.211
6683,359000.0,3,2.25,1990,4331,2.0,3,7,1997,47.4917,-122.167
6685,253905.0,3,1.0,940,8400,1.0,5,7,1958,47.5112,-122.167
6686,369950.0,3,1.75,1640,4860,1.0,3,8,1965,47.7125,-122.32
6687,350000.0,3,2.25,1860,8378,2.0,3,7,1995,47.3875,-122.032
6688,650000.0,4,2.25,2100,2500,3.0,3,8,2001,47.6726,-122.298
6691,1998000.0,2,2.5,3900,920423,2.0,3,12,2009,47.5371,-121.756
6692,246000.0,3,1.0,1400,7410,1.0,3,6,1944,47.4798,-122.343
6693,430000.0,3,2.75,2600,12860,1.0,3,7,1965,47.695,-121.918
6694,509990.0,3,2.0,1440,4859,2.0,2,6,1921,47.5503,-122.285
6695,490000.0,4,1.75,1870,9500,1.0,4,7,1962,47.7012,-122.187
6697,769000.0,4,2.5,2440,6733,2.0,3,9,1999,47.6374,-122.064
6698,185000.0,2,1.0,1122,9100,1.0,4,6,1960,47.328,-122.341
6699,303500.0,3,1.5,1060,10464,1.0,4,7,1973,47.7313,-122.229
6700,468000.0,4,2.5,2150,8165,1.0,3,8,1957,47.773,-122.371
6701,449950.0,4,2.5,3100,10000,2.0,3,9,1978,47.3741,-122.15
6702,235000.0,2,1.5,880,1805,2.0,3,7,1999,47.7064,-122.342
6703,520000.0,4,2.5,2490,34947,2.0,3,9,1985,47.4823,-122.031
6704,203000.0,2,1.0,1080,9067,1.0,3,6,1951,47.4815,-122.331
6705,657000.0,5,2.5,2530,10190,1.0,4,7,1960,47.616,-122.115
6706,275000.0,3,1.0,1200,7800,1.0,4,7,1954,47.5196,-122.371
6707,540000.0,4,2.25,2850,7453,2.0,3,9,1991,47.7439,-122.174
6708,455000.0,4,2.5,2950,4502,2.0,3,7,2005,47.5002,-122.151
6709,458500.0,2,1.75,1160,6828,1.0,3,7,1941,47.6937,-122.298
6710,549900.0,4,3.5,3420,4751,2.0,3,10,2003,47.4734,-122.193
6711,750000.0,3,1.75,2240,10578,2.0,5,8,1923,47.6954,-122.292
6712,235000.0,4,1.75,1450,8891,1.5,3,7,1962,47.478,-122.278
6713,286000.0,4,2.5,1820,7930,2.0,5,7,1989,47.359,-122.05
6715,602000.0,4,1.75,2430,14000,1.0,4,7,1963,47.6554,-122.134
6716,640000.0,3,1.5,1960,4080,1.5,3,7,1915,47.6768,-122.31
6717,267000.0,3,1.75,1440,10920,1.0,4,8,1977,47.3812,-122.168
6718,712000.0,4,2.5,2730,4385,2.0,3,8,2001,47.5975,-122.038
6719,244500.0,2,1.0,910,9000,1.0,3,5,1923,47.526,-121.81
6720,301000.0,2,1.0,910,9000,1.0,3,5,1923,47.526,-121.81
6721,990000.0,4,2.5,2430,6325,2.0,4,8,1919,47.6413,-122.354
6722,739999.0,4,2.75,3350,6500,2.0,3,10,1999,47.5838,-122.027
6723,480000.0,4,1.75,2320,4322,1.0,3,7,1910,47.5755,-122.289
6724,305000.0,3,2.5,1260,1622,3.0,3,8,2009,47.7325,-122.343
6725,703300.0,3,2.0,1980,3525,1.5,4,8,1932,47.6847,-122.368
6726,265000.0,4,1.5,1580,8468,2.0,4,7,1971,47.3336,-122.281
6729,617950.0,4,2.5,2410,7950,2.0,3,8,1997,47.7185,-122.226
6730,385000.0,4,3.25,1790,2460,2.0,4,7,2000,47.534,-122.346
6731,319000.0,3,2.0,1640,9234,1.0,5,7,1967,47.5162,-122.274
6732,696000.0,3,2.5,1670,8023,1.0,5,7,1960,47.615,-122.117
6733,345000.0,2,1.0,970,5750,1.0,4,6,1932,47.5518,-122.37
6734,380000.0,3,2.5,1610,1778,3.0,3,7,2002,47.6902,-122.306
6735,647500.0,4,1.75,2060,26036,1.0,4,8,1947,47.4444,-122.351
6736,725000.0,3,2.5,3570,35271,2.0,3,9,1997,47.4782,-122.035
6737,269950.0,3,1.75,1400,7735,1.0,4,7,1989,47.357,-122.04
6738,875000.0,4,2.5,3470,32109,2.0,3,10,1995,47.7311,-122.036
6739,299950.0,3,1.0,1210,9525,1.0,3,7,1955,47.5274,-122.345
6740,1875000.0,4,3.25,3930,10929,2.0,3,10,2006,47.6259,-122.194
6741,430000.0,2,1.0,990,4802,1.0,3,7,1947,47.6876,-122.395
6742,495000.0,5,2.5,2200,4942,2.0,3,8,1989,47.5772,-122.001
6743,275000.0,3,1.5,1510,16200,1.0,3,7,1970,47.3926,-122.167
6744,333000.0,3,1.0,1620,5040,1.0,3,7,1964,47.5263,-122.286
6745,247000.0,3,2.25,1580,7941,2.0,4,7,1986,47.2843,-122.357
6746,204555.0,3,1.75,1260,15000,1.5,4,7,1983,47.2737,-122.153
6747,432000.0,3,2.0,2190,13673,1.0,4,9,1994,47.3542,-122.098
6748,175000.0,3,1.75,1230,13056,1.0,4,7,1962,47.3171,-122.279
6749,556300.0,4,2.5,2030,7140,1.0,4,7,1968,47.6244,-122.109
6750,286000.0,2,1.0,780,3475,1.0,4,5,1930,47.4944,-121.789
6751,320000.0,2,1.5,1110,1200,3.0,3,8,2000,47.6931,-122.342
6752,815000.0,3,2.5,2790,53143,2.0,4,9,1991,47.7687,-122.036
6753,385000.0,4,1.75,1660,10757,1.0,3,7,1980,47.5071,-122.194
6754,1039000.0,4,1.0,3410,5000,2.0,5,8,1910,47.5807,-122.291
6755,350000.0,4,2.25,2390,13002,2.0,3,8,1987,47.3111,-122.35
6756,277000.0,4,2.5,1850,5880,2.0,3,8,1998,47.3322,-122.173
6757,415000.0,6,2.0,2500,5200,1.0,3,8,1966,47.5517,-122.268
6758,295000.0,3,1.0,1000,8320,1.0,5,6,1951,47.7548,-122.316
6760,339888.0,4,1.75,1440,6144,1.0,5,6,1947,47.5257,-122.357
6761,269950.0,3,2.25,1660,7003,2.0,3,7,1996,47.3599,-122.188
6763,780000.0,4,2.5,3090,12511,2.0,4,10,1998,47.5932,-121.983
6764,198000.0,3,1.0,860,5185,1.0,4,6,1968,47.3634,-122.086
6765,350000.0,2,1.0,1220,28703,1.0,4,7,1953,47.4952,-122.172
6766,350000.0,3,1.0,1010,7680,1.0,4,7,1967,47.732,-122.231
6767,319000.0,4,2.25,2390,7350,2.0,3,8,1990,47.2938,-122.348
6768,311000.0,4,2.25,3340,8000,2.0,4,8,1973,47.317,-122.385
6769,394000.0,5,3.25,3620,4650,2.0,3,8,2004,47.3552,-122.026
6770,1335000.0,5,2.25,4200,5800,2.5,4,9,1906,47.6284,-122.312
6772,396000.0,3,1.0,1980,9540,1.0,3,7,1949,47.7551,-122.353
6773,809000.0,4,1.75,1790,8372,1.0,4,8,1976,47.6605,-122.189
6774,480000.0,3,2.0,1580,7400,1.0,3,7,1977,47.6715,-122.162
6775,535000.0,6,1.75,2460,6000,1.0,4,7,1913,47.6721,-122.323
6777,408000.0,3,2.5,1470,1204,3.0,3,8,2006,47.6998,-122.366
6778,1255000.0,4,2.5,3510,13100,2.0,4,10,1966,47.5306,-122.227
6779,310000.0,1,0.75,520,2885,1.0,4,6,1947,47.6886,-122.378
6780,292000.0,3,2.5,1950,7421,2.0,3,8,1996,47.3842,-122.036
6781,217000.0,2,1.0,770,9715,1.0,4,6,1942,47.4924,-122.312
6782,398500.0,4,2.5,2250,6064,2.0,3,8,2005,47.4956,-122.174
6784,700000.0,4,1.75,2360,6000,1.0,3,7,1955,47.6465,-122.357
6785,585000.0,4,2.5,2330,45860,2.0,3,9,1989,47.5842,-121.992
6786,399950.0,3,1.0,1720,8910,1.0,4,7,1954,47.7736,-122.296
6787,235000.0,3,1.75,1900,8540,1.0,3,6,1980,47.4868,-122.303
6788,212000.0,3,1.0,1040,6800,1.0,5,6,1951,47.492,-122.224
6789,310000.0,3,2.0,2070,9195,1.0,3,8,1982,47.6491,-122.061
6790,539000.0,3,2.0,2070,9195,1.0,3,8,1982,47.6491,-122.061
6791,390000.0,3,3.0,1550,1608,2.0,3,8,2001,47.6042,-122.303
6792,560000.0,3,2.5,2020,11935,1.0,4,9,1976,47.632,-122.092
6793,800000.0,5,2.5,3320,9024,2.0,3,9,1999,47.5865,-122.056
6794,1900000.0,4,3.25,4130,112521,2.0,3,11,1978,47.6392,-122.165
6795,472000.0,5,2.0,2030,9804,1.0,3,7,1963,47.6297,-122.114
6796,502550.0,3,1.75,1770,7875,1.0,4,7,1958,47.606,-122.125
6797,830000.0,4,3.25,3330,7809,2.0,3,9,2004,47.5977,-121.976
6798,224950.0,4,2.5,2260,9686,1.0,4,7,1965,47.286,-122.218
6799,375000.0,3,2.5,1950,6871,2.0,3,8,1997,47.7603,-122.307
6800,645000.0,3,2.5,2930,19900,1.5,3,9,1983,47.7234,-122.066
6801,599000.0,3,2.75,1960,2500,1.5,5,7,1926,47.6744,-122.353
6802,515000.0,4,2.5,2980,12534,2.0,3,9,1996,47.3999,-122.211
6803,135000.0,2,1.0,780,6685,1.0,4,5,1948,47.305,-122.215
6804,485000.0,3,2.5,1650,4218,2.0,3,8,2000,47.5998,-122.016
6805,890000.0,3,3.25,4030,12765,2.0,4,9,1975,47.6331,-122.166
6806,215000.0,3,1.0,1010,10125,1.0,4,7,1972,47.3423,-122.088
6807,299500.0,3,1.0,1190,9600,1.0,3,7,1981,47.4805,-121.762
6808,800000.0,2,1.0,1050,8750,1.0,4,7,1951,47.6294,-122.215
6809,275000.0,3,2.5,1560,4244,2.0,3,7,2002,47.3834,-122.027
6810,256400.0,3,1.5,1490,7800,1.0,3,7,1963,47.3431,-122.304
6811,310000.0,2,1.0,770,8149,1.0,4,6,1948,47.7439,-122.301
6812,385000.0,1,1.0,620,5100,1.0,3,6,1954,47.5699,-122.287
6813,203000.0,3,1.5,1200,9120,1.0,3,7,1963,47.4545,-122.187
6814,285000.0,4,2.0,2120,6865,1.0,3,7,1954,47.7775,-122.337
6815,473975.0,3,2.5,2330,3610,2.0,3,8,1999,47.6022,-122.021
6816,320000.0,3,1.75,2000,9760,1.0,4,8,1978,47.4417,-122.134
6817,599000.0,5,2.75,2820,4608,1.0,3,7,1967,47.6886,-122.361
6818,580000.0,3,2.0,2040,4800,1.0,4,7,1925,47.5561,-122.377
6819,269500.0,4,2.25,1700,7056,2.0,3,7,1999,47.3385,-122.262
6820,274000.0,2,1.0,820,6200,1.0,4,6,1954,47.4163,-122.34
6821,347000.0,2,1.75,1315,2162,2.0,4,8,1974,47.752,-122.253
6822,270000.0,3,1.75,1390,10905,1.0,3,6,1957,47.5517,-122.36
6824,220000.0,3,1.75,1460,7226,1.0,3,7,1993,47.3839,-122.321
6826,457500.0,3,1.75,1840,4030,1.0,5,7,1925,47.5549,-122.311
6827,340000.0,2,1.75,1880,7208,1.0,3,7,1951,47.6946,-122.328
6828,657500.0,4,1.5,1910,5000,1.5,3,7,1912,47.6597,-122.29
6829,332500.0,4,2.5,2220,4720,2.0,3,7,1998,47.3541,-122.024
6832,428000.0,4,2.5,1950,5602,1.0,5,7,1966,47.5437,-122.291
6833,515055.0,4,2.5,2400,8320,2.0,3,8,1999,47.4808,-121.781
6834,450000.0,3,1.75,1560,8968,1.0,4,8,1972,47.6243,-122.1
6835,190000.0,3,1.0,1040,8910,1.0,3,6,1943,47.5024,-122.32
6837,299000.0,3,2.5,1850,4600,2.0,3,7,2005,47.4661,-122.145
6839,294000.0,4,2.25,2190,3746,2.0,3,8,2005,47.3896,-122.034
6841,641000.0,5,2.75,3710,8674,2.0,3,9,1996,47.514,-122.176
6842,675000.0,3,2.5,2320,98445,1.0,4,8,1978,47.7323,-122.116
6843,255000.0,3,1.5,1110,10296,1.0,5,7,1964,47.422,-122.153
6844,286651.0,3,2.5,1830,4997,2.0,3,7,2004,47.3035,-122.283
6845,607500.0,4,2.5,2460,45738,1.0,4,8,1969,47.5952,-122.056
6846,765000.0,3,1.0,1270,6500,1.0,4,7,1956,47.6874,-122.214
6847,334950.0,4,1.75,1700,40973,1.0,3,8,1961,47.3439,-122.198
6848,426000.0,3,1.0,1130,9147,1.0,5,7,1952,47.7006,-122.197
6849,775000.0,3,1.75,1640,18730,1.5,4,7,1946,47.5975,-122.196
6850,343000.0,2,1.5,1040,8526,1.0,5,6,1953,47.7349,-122.295
6851,470101.0,4,2.5,2320,7800,2.0,3,8,1986,47.7738,-122.266
6852,195000.0,3,1.5,1200,7800,1.0,4,7,1958,47.3137,-122.212
6854,450000.0,3,1.5,2330,11740,1.0,3,8,1954,47.7481,-122.292
6856,525000.0,4,1.75,1650,8560,1.0,3,8,1970,47.6652,-122.146
6857,280000.0,3,1.5,1370,11400,2.0,3,7,1980,47.4477,-121.77
6858,270000.0,3,2.5,1770,8640,1.0,3,7,1986,47.326,-122.273
6859,406100.0,3,2.25,1410,1332,3.0,3,8,2005,47.6916,-122.34
6860,332544.0,2,1.75,1710,4187,1.0,3,7,1987,47.4732,-122.188
6861,110000.0,2,1.0,790,8250,1.0,3,6,1947,47.4523,-122.286
6862,685000.0,6,2.25,2770,5854,1.5,3,8,1921,47.6466,-122.304
6863,461000.0,4,1.0,1260,8505,1.5,5,7,1951,47.7181,-122.371
6864,615000.0,3,2.25,2300,8067,1.0,4,8,1979,47.7091,-122.198
6865,550000.0,2,1.0,1070,3000,1.0,4,7,1926,47.6828,-122.353
6867,685000.0,3,2.5,2320,219978,2.0,4,8,1993,47.6847,-122.064
6868,1555000.0,5,2.5,2870,16238,2.0,4,8,1962,47.6308,-122.238
6869,312000.0,4,2.5,1830,5175,2.0,3,7,2003,47.3565,-122.016
6870,507500.0,3,1.75,1990,9594,1.0,3,8,1977,47.6617,-122.137
6871,217000.0,3,1.0,1110,9827,1.0,3,7,1966,47.369,-122.311
6873,620000.0,6,3.5,3600,6875,2.0,3,8,2004,47.5401,-121.879
6874,915000.0,4,2.5,3210,8532,2.0,3,10,1998,47.625,-122.144
6875,425000.0,4,2.0,1490,5300,1.0,3,7,1977,47.5949,-122.296
6876,435000.0,2,1.0,990,5643,1.0,3,7,1947,47.6802,-122.298
6877,305000.0,3,2.25,1646,12414,2.0,3,7,1996,47.363,-122.035
6878,276000.0,2,1.0,720,4000,1.0,3,6,1918,47.5346,-122.353
6879,327500.0,3,2.25,2310,7200,2.0,3,8,1990,47.4051,-122.193
6880,810000.0,3,2.5,2670,10481,2.0,3,9,2003,47.6673,-122.176
6881,715000.0,3,3.25,3060,9055,2.0,3,10,1994,47.6971,-122.101
6882,272000.0,3,1.5,1380,11760,1.0,4,7,1963,47.4243,-122.202
6883,266000.0,2,1.0,700,5559,1.0,5,6,1949,47.7492,-122.311
6885,400000.0,3,2.5,1450,8064,1.0,3,8,1984,47.6256,-122.037
6886,509500.0,5,2.25,2060,9000,1.0,4,7,1961,47.6122,-122.137
6888,424950.0,4,2.5,2760,5564,2.0,3,7,2001,47.4814,-122.189
6889,230000.0,3,1.0,940,10875,1.0,3,7,1957,47.5121,-122.168
6890,235000.0,4,1.5,1760,6150,1.5,3,7,1951,47.3871,-122.224
6892,350000.0,3,1.75,2010,6150,2.0,5,7,1939,47.4975,-122.231
6894,250000.0,3,1.0,930,6060,1.0,4,6,1973,47.5289,-122.28
6895,225000.0,3,2.5,1020,2040,2.0,3,7,2004,47.5294,-122.361
6897,161700.0,4,1.75,1720,7200,1.0,3,7,1974,47.306,-122.375
6898,336000.0,3,3.0,1790,13350,1.0,3,7,1988,47.4958,-122.262
6899,410500.0,3,1.0,1150,6800,1.0,3,7,1954,47.727,-122.339
6900,502700.0,4,3.5,2710,14016,2.0,4,8,1968,47.7601,-122.286
6901,505000.0,3,2.5,2400,9601,1.0,5,7,1977,47.7256,-122.211
6902,250000.0,3,1.0,1660,7650,1.5,3,7,1910,47.5576,-122.277
6903,570000.0,3,1.0,1660,7650,1.5,3,7,1910,47.5576,-122.277
6904,349900.0,4,2.5,2290,8796,2.0,3,8,1994,47.3762,-122.318
6905,465000.0,3,2.5,2870,25663,2.0,3,10,1988,47.2769,-122.333
6907,655000.0,3,1.75,1800,5102,1.0,3,7,1952,47.6514,-122.407
6908,469000.0,4,1.75,2960,11347,1.0,4,8,1946,47.4738,-122.353
6909,355000.0,3,2.25,1980,7200,1.0,3,8,1964,47.7625,-122.36
6910,596000.0,3,2.5,1730,2631,2.0,3,8,2001,47.5878,-122.165
6912,885000.0,4,2.25,4470,86225,2.0,3,10,1991,47.6377,-121.985
6914,710000.0,4,1.75,2120,5400,1.0,4,8,1941,47.6501,-122.395
6915,428040.0,3,2.5,2150,9266,2.0,3,8,1988,47.7445,-122.248
6917,546000.0,2,1.0,970,3400,1.0,3,7,1924,47.6444,-122.357
6918,540000.0,4,1.0,1360,5766,1.5,5,7,1951,47.6827,-122.289
6919,435000.0,3,2.5,1470,3000,1.0,3,7,1985,47.6832,-122.286
6920,540000.0,4,2.25,3040,10283,1.0,4,8,1984,47.6268,-122.038
6921,284000.0,2,1.0,860,7204,1.0,3,7,1918,47.5361,-122.351
6922,208000.0,2,1.0,820,5700,1.0,5,5,1942,47.4915,-122.184
6923,315000.0,3,1.75,1900,7076,1.0,3,7,1977,47.7569,-122.326
6924,417500.0,2,1.0,1330,5510,1.0,3,6,1910,47.6901,-122.362
6925,345000.0,3,1.75,1240,38095,1.0,3,7,1978,47.6522,-121.97
6926,375000.0,3,2.5,1330,1064,3.0,3,8,2004,47.6835,-122.387
6927,389800.0,3,1.75,1880,12821,1.0,3,7,1959,47.7681,-122.305
6928,475000.0,3,1.75,1890,7560,1.0,3,8,1973,47.7322,-122.185
6929,569000.0,4,2.25,2250,41688,2.0,3,8,1980,47.6695,-122.05
6930,985000.0,5,4.25,4650,108464,2.0,3,10,1999,47.5669,-121.956
6931,532000.0,3,2.5,1830,8022,2.0,3,8,1987,47.6198,-122.044
6932,280000.0,2,1.0,720,5000,1.0,5,6,1951,47.5195,-122.374
6933,435000.0,4,2.0,1960,50112,1.0,4,7,1963,47.4353,-122.084
6934,223000.0,3,1.0,1220,71191,1.0,3,6,1952,47.3261,-122.353
6936,315000.0,3,1.75,1340,12800,1.0,3,7,1981,47.4437,-122.137
6937,612000.0,3,3.0,1740,3700,1.0,3,7,1982,47.6102,-122.309
6938,591000.0,3,1.75,1680,2400,1.0,5,7,1922,47.6155,-122.3
6939,800000.0,4,2.25,3220,8436,2.0,3,8,1968,47.6381,-122.116
6940,225000.0,3,2.0,1610,8400,1.0,3,8,1990,47.1958,-122.009
6941,589900.0,2,3.0,3160,66646,2.0,3,7,1993,47.7479,-122.034
6942,565000.0,4,2.5,2520,13156,1.0,3,8,1979,47.6558,-122.135
6943,650000.0,3,1.5,2120,8448,1.0,3,7,1940,47.6438,-122.403
6945,280000.0,3,1.0,1330,20562,1.5,3,5,1959,47.4807,-121.775
6947,420000.0,3,1.75,1510,6360,1.0,4,7,1954,47.7321,-122.353
6948,319990.0,4,2.5,2120,5293,2.0,3,7,2003,47.4217,-122.201
6949,265000.0,3,2.0,1850,16535,1.0,3,7,1992,47.6565,-121.912
6950,482000.0,3,1.75,2300,16474,1.0,3,7,1984,47.7609,-122.144
6953,375000.0,2,1.0,1810,8527,1.5,4,7,1943,47.7275,-122.336
6954,588000.0,5,3.0,2190,4900,2.0,5,7,1940,47.6892,-122.386
6955,635000.0,4,2.5,2500,10215,2.0,3,9,1998,47.5912,-121.986
6956,280500.0,4,2.5,1890,6962,2.0,3,8,1997,47.3328,-122.187
6957,210500.0,2,1.75,2040,8600,1.0,4,6,1985,47.2755,-122.308
6958,196500.0,3,2.0,1310,7000,1.0,4,7,1979,47.303,-122.383
6960,475000.0,3,1.75,1780,8033,1.0,2,7,1977,47.7275,-122.219
6961,550000.0,3,2.5,1980,9061,2.0,4,8,1987,47.6366,-122.029
6962,1580000.0,3,3.25,3690,7200,2.0,3,11,2007,47.6815,-122.2
6963,240000.0,3,1.75,1540,6687,1.0,3,7,1991,47.1938,-121.981
6964,272000.0,3,1.0,1130,8100,1.5,3,6,1934,47.4935,-122.306
6965,408506.0,3,2.75,2480,209199,1.5,3,8,2000,47.3085,-121.888
6966,640000.0,3,2.5,2580,7500,2.0,3,9,1991,47.5577,-122.396
6967,316000.0,4,2.5,2010,7226,2.0,3,8,1995,47.2588,-122.21
6969,447500.0,2,2.25,1180,2090,2.0,3,7,2004,47.6032,-122.31
6972,707000.0,5,2.5,3050,13212,1.0,4,8,1975,47.5596,-122.142
