,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,_Entire home/apt,_Private room,_Shared room
5155,40.76977,-73.91596,3.828641396489095,2,38,1.6,2,38,0,0,1
5156,40.79508,-73.94895,4.290459441148391,1,204,3.41,1,219,0,1,0
5157,40.726690000000005,-73.98419,4.867534450455582,2,179,2.99,1,179,1,0,0
5158,40.68205,-73.94239,4.61512051684126,3,168,2.81,1,317,1,0,0
5159,40.69141,-73.95886,4.454347296253507,7,2,0.03,1,0,1,0,0
5160,40.6413,-73.98233,4.2626798770413155,1,2,0.03,1,0,0,1,0
5161,40.70536,-73.94229,4.61512051684126,2,5,0.09,1,0,1,0,0
5162,40.709140000000005,-73.95236,5.081404364984463,3,1,0.02,1,0,1,0,0
5163,40.77883,-73.95498,5.225746673713202,30,1,0.02,2,365,1,0,0
5164,40.6779,-73.98421,5.093750200806762,1,9,0.23,1,0,1,0,0
5165,40.73538,-73.85300000000001,4.394449154672439,1,2,0.03,1,0,0,1,0
5167,40.68905,-73.92685,3.828641396489095,5,8,0.31,1,247,0,1,0
5168,40.72533,-73.94204,4.867534450455582,30,6,0.12,52,188,1,0,0
5169,40.71795,-73.95804,4.02535169073515,1,1,0.02,1,0,0,1,0
5170,40.69865,-73.92971999999999,4.23410650459726,5,12,0.26,1,14,0,1,0
5171,40.71985,-73.94422,4.795790545596741,2,1,0.02,1,0,1,0,0
5172,40.68732,-73.94058000000001,4.02535169073515,2,41,1.09,2,0,0,1,0
5174,40.7001,-73.91204,3.9318256327243257,5,2,0.03,2,0,0,1,0
5175,40.698170000000005,-73.9654,5.017279836814924,1,7,0.12,1,0,1,0,0
5176,40.72037,-73.9596,4.948759890378168,30,21,0.38,1,252,1,0,0
5177,40.750679999999996,-73.98177,4.919980925828125,30,9,0.17,14,220,1,0,0
5179,40.76215,-73.99036,4.836281906951478,3,133,2.25,1,9,0,1,0
5181,40.77693,-73.95631999999999,4.418840607796598,3,56,0.94,5,138,0,1,0
5182,40.81217,-73.95303,5.017279836814924,1,3,0.05,1,0,1,0,0
5183,40.68237,-73.94811,4.51085950651685,8,17,0.42,1,0,1,0,0
5184,40.68667,-73.93897,4.770684624465665,5,105,1.77,1,6,1,0,0
5185,40.77707,-73.95652,4.276666119016055,3,55,1.03,5,156,0,1,0
5186,40.74944,-73.99631,5.968707559985366,3,10,0.17,1,9,1,0,0
5187,40.644079999999995,-74.07834,4.07753744390572,3,93,2.1,1,279,0,1,0
5188,40.74626,-73.9009,3.9318256327243257,5,3,0.05,1,0,0,1,0
5189,40.67256,-73.97211999999999,5.017279836814924,5,10,0.17,1,0,1,0,0
5190,40.718579999999996,-73.95711,5.017279836814924,1,9,0.19,1,0,0,1,0
5191,40.79416,-73.93984,4.394449154672439,7,47,0.8,2,121,0,1,0
5192,40.716229999999996,-73.96415,4.7535901911063645,1,78,1.31,1,8,0,1,0
5194,40.77175,-73.95742,4.564348191467836,30,10,0.22,52,336,1,0,0
5195,40.694109999999995,-73.93987,4.454347296253507,2,1,0.05,1,0,0,1,0
5196,40.68772,-73.95484,5.198497031265826,3,72,1.31,1,291,1,0,0
5197,40.74735,-73.97671,5.0106352940962555,3,8,0.17,1,0,1,0,0
5198,40.717259999999996,-74.01134,5.303304908059076,7,16,0.34,1,0,1,0,0
5199,40.73601,-73.98205,4.248495242049359,2,177,2.98,1,285,0,1,0
5200,40.80645,-73.95804,4.454347296253507,5,25,0.44,1,198,0,1,0
5201,40.67472,-73.93,4.770684624465665,1,82,1.39,1,280,1,0,0
5202,40.73243,-74.00052,5.393627546352362,1,68,1.15,1,122,1,0,0
5203,40.75508,-73.91673,4.61512051684126,2,141,2.43,1,216,1,0,0
5204,40.67609,-73.96459,5.771441123130016,3,39,0.71,1,242,1,0,0
5205,40.742129999999996,-73.9801,4.564348191467836,30,54,0.91,26,335,0,1,0
5206,40.70322,-73.92913,4.709530201312334,1,16,0.32,5,345,0,1,0
5207,40.80581,-73.95374,4.663439094112067,24,2,0.04,1,60,1,0,0
5208,40.7151,-73.95421999999999,4.90527477843843,4,46,0.89,1,32,1,0,0
5209,40.65441,-73.96257,3.828641396489095,10,9,0.26,1,90,0,1,0
5210,40.739670000000004,-73.98040999999999,5.303304908059076,13,3,0.05,1,166,1,0,0
5211,40.76559,-73.99221,4.709530201312334,2,79,1.33,1,80,0,1,0
5212,40.80592,-73.93653,5.017279836814924,3,72,1.23,2,283,1,0,0
5213,40.6825,-73.90818,5.0106352940962555,2,234,3.9,1,255,1,0,0
5214,40.81065,-73.96311999999999,4.454347296253507,2,52,0.91,2,329,0,1,0
5215,40.688179999999996,-73.959,5.303304908059076,7,5,0.09,1,0,1,0,0
5216,40.76403,-73.92161999999999,5.14166355650266,3,116,1.96,2,355,1,0,0
5217,40.846109999999996,-73.91036,3.713572066704308,3,59,1.0,1,343,0,1,0
5219,40.77632,-73.95458,4.564348191467836,1,389,6.51,2,254,0,1,0
5220,40.72144,-73.99356,4.564348191467836,1,64,1.12,2,266,0,1,0
5221,40.76514,-73.98058,5.860786223465865,1,9,0.2,1,0,0,1,0
5222,40.6872,-73.93805,5.111987788356544,3,173,2.97,1,297,1,0,0
5223,40.67262,-73.96542,4.795790545596741,2,21,0.51,1,13,1,0,0
5224,40.74596,-73.98678000000001,4.875197323201151,3,10,0.38,1,0,0,1,0
5225,40.68826,-73.9385,3.713572066704308,1,8,0.16,4,335,0,1,0
5226,40.6825,-73.92519,4.875197323201151,3,135,2.27,2,206,1,0,0
5227,40.80919,-73.94815,4.795790545596741,3,80,1.37,1,245,1,0,0
5228,40.707159999999995,-73.92171,4.51085950651685,1,40,0.68,1,0,1,0,0
5229,40.68358,-73.94838,4.795790545596741,2,82,1.6,1,328,0,1,0
5230,40.81022,-73.94266,4.7535901911063645,1,16,0.27,1,365,0,0,1
5231,40.73986,-74.00035,5.017279836814924,2,1,0.02,1,0,1,0,0
5232,40.7311,-74.00014,5.14166355650266,1,20,0.4,1,364,0,1,0
5233,40.70967,-73.94945,4.8283137373023015,5,85,1.45,1,238,1,0,0
5234,40.79253,-73.97378,4.653960350157523,30,16,0.28,8,101,1,0,0
5235,40.79203,-73.97299,4.605170185988092,30,14,0.24,8,135,1,0,0
5237,40.689609999999995,-73.97780999999999,5.0689042022202315,30,5,0.1,21,278,1,0,0
5240,40.72793,-73.95011,4.7535901911063645,1,2,0.03,1,0,1,0,0
5241,40.8105,-73.92506999999999,4.02535169073515,1,276,4.63,2,19,0,1,0
5242,40.826209999999996,-73.94596,4.290459441148391,3,154,2.72,2,153,0,1,0
5243,40.73254,-74.00698,5.14166355650266,30,12,0.22,39,252,1,0,0
5244,40.69352,-73.96556,5.017279836814924,7,15,0.27,1,280,1,0,0
5245,40.85988,-73.92709,3.6888794541139363,1,13,1.18,2,233,0,1,0
5246,40.7012,-73.90008,3.912023005428146,2,77,1.53,1,1,0,1,0
5247,40.75338,-73.90618,3.6888794541139363,30,9,0.16,18,318,0,1,0
5248,40.72695,-73.98617,5.303304908059076,3,78,1.33,1,336,1,0,0
5249,40.71601,-73.95359,5.225746673713202,30,12,0.2,1,0,1,0,0
5250,40.73223,-74.00355,5.303304908059076,4,17,0.29,1,35,1,0,0
5251,40.68558,-73.9815,4.709530201312334,3,1,0.02,1,0,0,1,0
5252,40.68098,-73.97925,5.62040086571715,3,4,0.07,1,0,1,0,0
5253,40.712309999999995,-73.95313,4.663439094112067,1,372,6.23,2,59,0,1,0
5254,40.723279999999995,-73.98926,5.564520407322694,1,299,5.04,2,232,1,0,0
5255,40.71283,-73.96714,5.170483995038151,25,4,0.07,1,0,1,0,0
5256,40.64287,-73.90228,4.51085950651685,3,96,1.66,1,295,1,0,0
5257,40.71694,-73.96016999999999,4.836281906951478,21,1,0.02,1,0,1,0,0
5258,40.7012,-73.75041,5.480638923341991,3,11,0.45,2,355,1,0,0
5259,40.739959999999996,-73.99919,5.278114659230517,2,31,0.52,1,10,1,0,0
5260,40.80772,-73.91790999999999,3.9889840465642745,1,321,5.46,1,44,0,1,0
5261,40.75882,-73.99168,4.605170185988092,1,147,2.84,1,4,0,1,0
5263,40.710190000000004,-74.01705,4.875197323201151,60,4,0.07,1,13,1,0,0
5264,40.71031,-74.01557,5.786897381366708,30,9,0.16,1,0,1,0,0
5265,40.68419,-73.92217,4.912654885736052,2,252,4.37,1,35,1,0,0
5266,40.67548,-73.96802,4.454347296253507,2,206,3.5,2,3,0,1,0
5267,40.80384,-73.94691999999999,4.23410650459726,3,164,2.85,1,87,0,1,0
5268,40.76315,-73.92709,3.828641396489095,14,1,0.02,1,0,0,1,0
5269,40.76867,-73.98541,4.477336814478207,30,6,0.11,52,365,1,0,0
5270,40.66082,-73.95419,4.499809670330265,1,52,1.44,1,188,0,1,0
5271,40.707840000000004,-73.92224,5.017279836814924,3,203,3.42,1,308,1,0,0
5272,40.73923,-73.98589,4.8283137373023015,30,10,0.17,1,0,1,0,0
5274,40.72356,-73.83981999999999,4.836281906951478,2,128,2.17,3,332,0,1,0
5275,40.727,-73.83924,4.983606621708336,2,75,1.27,3,358,0,1,0
5277,40.70315,-73.93124,4.330733340286331,2,2,0.04,2,0,0,1,0
5278,40.74915,-73.97196,4.477336814478207,30,7,0.12,52,340,1,0,0
5279,40.74219,-73.92585,3.9318256327243257,5,6,1.41,1,54,0,1,0
5280,40.7662,-73.98612,5.017279836814924,30,11,0.2,39,313,1,0,0
5281,40.79744,-73.97098000000001,4.564348191467836,30,2,0.04,1,365,0,1,0
5282,40.74445,-73.97180999999999,5.303304908059076,30,7,0.14,39,188,1,0,0
5283,40.802929999999996,-73.95586,4.795790545596741,1,23,0.45,1,0,1,0,0
5284,40.776270000000004,-73.98080999999999,5.786897381366708,3,70,1.19,1,71,1,0,0
5285,40.727740000000004,-74.00004,5.111987788356544,2,2,0.04,1,0,1,0,0
5286,40.790820000000004,-73.97452,4.948759890378168,30,4,0.09,96,342,1,0,0
5287,40.69634,-73.9441,3.5263605246161616,1,52,0.87,2,255,0,1,0
5288,40.71962,-73.98434,5.135798437050262,4,7,0.14,1,0,1,0,0
5290,40.732929999999996,-73.9836,5.25227342804663,5,5,0.08,1,0,1,0,0
5291,40.76577,-73.91471,3.6888794541139363,30,9,0.19,18,237,0,1,0
5292,40.682520000000004,-73.94443000000001,5.111987788356544,4,138,2.66,2,322,1,0,0
5293,40.74622,-73.94277,4.382026634673881,1,39,0.83,1,297,0,1,0
5294,40.82654,-73.9462,4.836281906951478,1,10,0.17,1,297,1,0,0
5295,40.73016,-74.00259,5.857933154483459,4,10,0.17,1,0,1,0,0
5297,40.63881,-73.91751,3.713572066704308,3,41,0.7,3,278,0,1,0
5298,40.67767,-73.95161999999999,4.343805421853684,5,14,0.28,1,0,1,0,0
5300,40.70098,-73.93959,3.828641396489095,30,25,0.53,1,197,0,1,0
5301,40.68655,-73.93796999999999,4.394449154672439,3,2,0.06,1,0,1,0,0
5302,40.72912,-74.00298000000001,5.583496308781699,4,21,0.36,1,334,1,0,0
5303,40.64752,-74.0059,4.189654742026425,2,7,0.12,1,0,0,0,1
5304,40.68127,-73.94865,4.51085950651685,3,2,0.05,1,0,1,0,0
5305,40.72917,-73.99974,4.7535901911063645,25,70,1.27,1,31,0,1,0
5307,40.63888,-73.91729000000001,3.828641396489095,3,23,0.39,3,327,0,1,0
5308,40.77478,-73.91913000000001,3.9318256327243257,1,164,2.78,4,308,0,1,0
5309,40.68769,-73.93074,4.290459441148391,2,36,0.61,7,71,0,1,0
5310,40.773759999999996,-73.91855,3.9318256327243257,1,207,3.48,4,311,0,1,0
5311,40.68565,-73.93249,4.060443010546419,2,43,0.72,7,58,0,1,0
5312,40.73648,-74.00173000000001,5.420534999272286,3,5,0.08,1,0,1,0,0
5314,40.76287,-73.88367,4.795790545596741,3,102,1.73,1,300,1,0,0
5316,40.79903,-73.96451,5.521460917862246,2,80,1.35,1,58,1,0,0
5318,40.65806,-73.95815,5.420534999272286,4,3,0.05,1,0,1,0,0
5319,40.89022,-73.9039,4.564348191467836,14,3,0.13,1,0,1,0,0
5320,40.70955,-73.95085,4.51085950651685,4,17,0.29,1,4,1,0,0
5321,40.68056,-73.9151,4.624972813284271,10,16,0.29,1,0,1,0,0
5322,40.71159,-73.94043,5.5093883366279774,2,25,0.54,2,0,1,0,0
5323,40.70859,-73.94639000000001,4.795790545596741,5,18,0.32,1,188,1,0,0
5324,40.690540000000006,-73.99039,5.017279836814924,3,68,1.35,1,88,1,0,0
5325,40.63592,-74.02704,4.787491742782046,1,1,0.02,1,0,1,0,0
5326,40.721740000000004,-73.98501,5.017279836814924,1,8,0.13,1,0,1,0,0
5327,40.77993,-73.94939000000001,4.394449154672439,5,18,0.3,2,118,0,1,0
5328,40.585809999999995,-73.9383,5.247024072160486,2,13,0.27,1,0,1,0,0
5329,40.680820000000004,-73.93599,4.51085950651685,3,39,0.67,1,0,0,1,0
5330,40.73123,-74.00428000000001,5.303304908059076,5,1,0.02,1,0,1,0,0
5331,40.820190000000004,-73.95448,4.795790545596741,25,6,0.11,1,225,1,0,0
5332,40.72569,-74.00331,5.0106352940962555,1,55,0.94,1,354,0,1,0
5333,40.76236,-73.96642,4.875197323201151,30,2,0.04,52,365,1,0,0
5334,40.6998,-73.93265,3.58351893845611,10,20,0.34,1,0,0,1,0
5335,40.6225,-73.92578,4.941642422609304,3,108,1.83,1,353,1,0,0
5336,40.6692,-73.94739,4.61512051684126,2,11,0.24,1,0,1,0,0
5337,40.78802,-73.97509000000001,4.189654742026425,30,12,0.21,1,336,0,1,0
5338,40.7338,-73.99498,5.303304908059076,5,7,0.18,1,0,1,0,0
5339,40.73608,-73.9857,4.605170185988092,4,26,0.49,1,0,1,0,0
5340,40.6847,-73.94523000000001,4.7535901911063645,2,59,1.02,5,337,1,0,0
5341,40.58835,-73.79565,5.0106352940962555,1,91,1.53,5,358,0,1,0
5342,40.65957,-73.99253,4.912654885736052,3,15,0.32,1,10,1,0,0
5343,40.65575,-73.9609,5.017279836814924,5,11,0.23,2,0,0,1,0
5344,40.83602,-73.94294000000001,4.663439094112067,3,104,1.79,1,288,0,1,0
5345,40.68404,-74.00399999999999,4.330733340286331,8,1,0.02,1,0,1,0,0
5346,40.738240000000005,-74.00027,5.170483995038151,3,45,1.05,1,0,1,0,0
5347,40.68695,-73.92947,4.912654885736052,3,8,0.14,1,0,1,0,0
5350,40.722409999999996,-73.94179,4.584967478670572,5,3,0.06,1,0,0,1,0
5351,40.76052,-73.99115,6.7580945044277305,4,39,0.67,1,365,1,0,0
5353,40.787890000000004,-73.97426999999999,4.59511985013459,3,233,3.97,1,33,1,0,0
5354,40.769079999999995,-73.98483,4.477336814478207,30,5,0.1,52,365,1,0,0
5355,40.7495,-73.98313,5.017279836814924,30,13,0.23,14,331,1,0,0
5356,40.693490000000004,-73.90726,3.9318256327243257,4,3,0.06,6,79,0,1,0
5357,40.7937,-73.9659,5.225746673713202,30,2,0.13,96,310,1,0,0
5358,40.72168,-73.98876,5.420534999272286,2,16,0.28,1,0,1,0,0
5359,40.68374,-73.942,5.0238805208462765,5,51,0.87,5,318,1,0,0
5360,40.73385,-73.95418000000001,4.330733340286331,1,42,0.72,1,10,1,0,0
5362,40.70818,-73.92256,5.017279836814924,2,254,4.33,1,294,1,0,0
5363,40.73263,-73.98728,4.983606621708336,4,17,0.29,1,0,1,0,0
5364,40.724709999999995,-73.98673000000001,5.5254529391317835,4,28,0.49,1,4,1,0,0
5365,40.74122,-73.88641,5.14166355650266,1,4,0.07,1,90,0,1,0
5366,40.68423,-73.96242,4.983606621708336,5,53,0.9,1,14,1,0,0
5367,40.72915,-73.98501,5.303304908059076,6,19,0.32,1,0,1,0,0
5368,40.6749,-73.95166,3.9318256327243257,1,5,0.09,1,0,0,1,0
5369,40.79254,-73.97531,5.5254529391317835,1,6,0.1,1,365,0,1,0
5370,40.74712,-73.97434,5.438079308923196,2,21,0.36,1,0,1,0,0
5371,40.786970000000004,-73.94999,4.867534450455582,2,12,0.2,1,0,1,0,0
5373,40.795629999999996,-73.9664,5.1298987149230735,30,4,0.16,96,283,1,0,0
5374,40.81419,-73.94717,4.394449154672439,4,27,0.46,1,196,0,1,0
5375,40.66856,-73.95619,4.653960350157523,5,45,0.77,2,159,1,0,0
5376,40.66021,-73.96001,4.61512051684126,2,7,0.12,1,0,1,0,0
5377,40.79887,-73.94178000000001,4.564348191467836,1,297,5.03,2,127,0,1,0
5378,40.756640000000004,-73.79975,4.564348191467836,2,2,0.06,1,267,0,1,0
5379,40.6742,-73.96639,5.303304908059076,7,2,0.03,1,0,1,0,0
5381,40.81321,-73.90259,4.61512051684126,3,2,0.22,2,207,0,1,0
5382,40.77571,-73.97757,5.278114659230517,1,401,6.76,1,178,1,0,0
5383,40.74057,-73.99977,5.703782474656201,5,1,0.06,1,0,1,0,0
5384,40.694390000000006,-73.90715,3.828641396489095,30,7,0.74,6,92,0,1,0
5385,40.7094,-74.00278,4.941642422609304,365,13,0.23,1,365,0,1,0
5386,40.722409999999996,-73.99592,5.303304908059076,4,3,0.05,1,0,1,0,0
5387,40.6205,-74.07451,4.2626798770413155,2,242,4.09,1,256,1,0,0
5388,40.72829,-73.95354,3.9318256327243257,7,1,0.02,1,0,0,1,0
5389,40.67658,-73.94683,3.7612001156935624,4,4,0.11,2,0,0,1,0
5390,40.719590000000004,-73.94795,4.762173934797756,28,45,0.76,1,35,1,0,0
5391,40.73957,-74.00027,5.303304908059076,4,1,0.02,1,0,1,0,0
5392,40.728590000000004,-73.97915,4.867534450455582,4,32,0.56,1,365,0,1,0
5393,40.67927,-73.97434,4.836281906951478,2,117,1.99,1,270,0,1,0
5394,40.67053,-73.98558,4.02535169073515,3,4,0.07,1,0,0,1,0
5395,40.70943,-74.01405,5.303304908059076,2,6,0.1,1,0,1,0,0
5396,40.690979999999996,-73.97989,5.111987788356544,29,7,0.27,2,159,1,0,0
5397,40.73377,-74.0057,5.298317366548036,5,5,0.08,1,0,1,0,0
5398,40.733740000000004,-73.9976,5.017279836814924,3,15,0.26,1,0,1,0,0
5400,40.7083,-73.94846,4.51085950651685,1,10,0.17,1,365,0,1,0
5401,40.7364,-73.98436,4.795790545596741,10,51,0.86,1,64,1,0,0
5402,40.69458,-73.94314,3.713572066704308,1,73,1.23,2,190,0,1,0
5403,40.71223,-73.94169000000001,4.330733340286331,3,174,2.96,1,311,0,1,0
5404,40.70617,-73.93674,4.23410650459726,5,5,0.11,1,0,0,1,0
5405,40.68137,-73.9565,4.330733340286331,2,99,1.67,3,365,0,1,0
5406,40.81488,-73.96058000000001,3.828641396489095,2,7,0.12,2,0,1,0,0
5407,40.79332,-73.94105,3.828641396489095,1,6,0.21,1,0,0,0,1
5408,40.644870000000004,-73.97895,4.189654742026425,1,74,1.26,2,21,0,1,0
5409,40.66714,-73.98401,4.330733340286331,3,14,0.24,2,347,0,1,0
5410,40.76008,-73.992,4.442651256490317,2,5,0.09,3,0,0,1,0
5411,40.71672,-73.99184,4.875197323201151,2,101,1.71,1,0,1,0,0
5412,40.676520000000004,-73.96441999999999,3.9318256327243257,30,12,0.2,1,0,0,1,0
5413,40.78099,-73.97416,5.017279836814924,3,50,0.85,1,365,0,1,0
5414,40.66165,-73.92536,4.564348191467836,2,7,0.13,3,365,0,1,0
5415,40.74933,-73.9724,5.707110264748875,1,2,0.03,1,0,1,0,0
5416,40.769040000000004,-73.98494000000001,4.736198448394496,30,8,0.13,52,258,1,0,0
5417,40.82079,-73.95115,4.983606621708336,1,23,0.39,1,219,1,0,0
5419,40.79882,-73.94266,4.51085950651685,1,295,4.99,2,155,0,1,0
5420,40.75076,-73.99588,4.564348191467836,30,15,0.27,19,204,1,0,0
5421,40.77237,-73.95536,4.77912349311153,30,3,0.1,29,282,1,0,0
5422,40.64117,-73.96167,4.330733340286331,5,2,0.03,1,0,1,0,0
5423,40.77595,-73.97966,5.420534999272286,7,26,0.68,1,85,1,0,0
5424,40.66336,-73.92656,4.406719247264253,2,4,0.08,3,364,0,1,0
5425,40.71267,-73.95721,5.25227342804663,2,4,0.08,1,0,1,0,0
5426,40.67297,-73.95489,4.330733340286331,1,3,0.05,1,0,0,1,0
5427,40.65271,-73.96074,4.0943445622221,2,12,0.2,4,189,0,1,0
5428,40.82035,-73.95529,4.605170185988092,1,75,1.31,2,361,0,1,0
5431,40.70563,-74.00878,5.62040086571715,3,9,0.19,1,0,1,0,0
5433,40.729420000000005,-73.95291,4.795790545596741,28,12,0.22,1,0,1,0,0
5434,40.723,-73.94237,4.836281906951478,3,11,0.19,1,0,1,0,0
5435,40.714940000000006,-73.93906,4.330733340286331,30,1,0.42,1,271,0,1,0
5436,40.72509,-73.97898,4.770684624465665,3,7,0.12,1,7,1,0,0
5437,40.857490000000006,-73.93258,4.394449154672439,1,4,0.07,1,0,1,0,0
5438,40.7512,-73.94019,4.110873864173311,6,3,0.08,1,0,0,1,0
5439,40.6926,-73.97336999999999,4.6443908991413725,3,169,2.88,1,192,0,1,0
5440,40.74946,-73.89505,4.189654742026425,1,1,0.06,2,0,1,0,0
5441,40.808659999999996,-73.92069000000001,3.828641396489095,5,14,0.28,1,0,0,1,0
5442,40.71009,-73.8196,4.2626798770413155,3,64,1.16,1,282,0,1,0
5443,40.85722,-73.93354000000001,4.51085950651685,7,1,0.02,1,124,1,0,0
5444,40.70797,-74.01693,5.420534999272286,5,7,0.12,1,0,1,0,0
5445,40.72186,-73.97663,4.836281906951478,14,2,0.04,1,3,1,0,0
5446,40.71713,-73.95669000000001,5.170483995038151,2,76,1.29,1,19,1,0,0
5447,40.79508,-73.93256,5.278114659230517,3,25,0.43,3,0,1,0,0
5448,40.75848,-73.98414,4.875197323201151,4,177,3.01,1,235,0,1,0
5449,40.670809999999996,-73.95761,4.574710978503383,3,1,0.02,1,0,0,1,0
5450,40.69417,-73.99443000000001,4.867534450455582,2,199,3.42,1,298,0,1,0
5451,40.73845,-73.98373000000001,5.303304908059076,7,10,0.17,1,100,1,0,0
5452,40.745329999999996,-73.97955999999999,4.564348191467836,4,11,0.19,2,0,0,1,0
5453,40.75977,-73.98763000000001,5.247024072160486,2,57,1.18,1,9,1,0,0
5454,40.80075,-73.9677,6.111467339502679,1,1,0.03,1,121,1,0,0
5455,40.7948,-73.93457,5.579729825986222,3,38,0.65,3,0,1,0,0
5456,40.74471,-73.88075,3.828641396489095,30,20,0.34,2,188,0,1,0
5457,40.68646,-73.95975,5.017279836814924,2,11,0.42,1,0,1,0,0
5458,40.79365,-73.9349,6.293419278846481,3,20,0.38,3,350,1,0,0
5460,40.78829,-73.97053000000001,5.442417710521793,6,1,0.02,1,0,1,0,0
5461,40.76957,-73.91502,4.189654742026425,2,16,0.27,1,302,0,1,0
5463,40.79407,-73.97513000000001,5.081404364984463,4,75,1.31,2,8,1,0,0
5465,40.65527,-73.97853,4.9344739331306915,5,1,0.1,1,0,1,0,0
5466,40.81192,-73.85334,5.049856007249537,1,19,0.35,7,332,1,0,0
5468,40.82546,-73.94629,3.6888794541139363,4,33,0.57,3,292,0,1,0
5469,40.67042,-73.95608,4.7535901911063645,2,76,1.3,1,283,1,0,0
5470,40.72699,-74.0012,4.709530201312334,30,3,0.05,9,333,1,0,0
5471,40.77323,-73.98014,4.61512051684126,3,172,2.93,1,214,0,1,0
5472,40.71185,-74.01719,5.420534999272286,3,2,0.04,1,0,1,0,0
5473,40.61938,-73.92471,4.836281906951478,14,10,0.21,1,180,1,0,0
5474,40.733709999999995,-73.98576,5.017279836814924,1,1,0.02,1,0,0,1,0
5475,40.68295,-73.91471999999999,5.298317366548036,4,9,0.23,1,0,1,0,0
5476,40.73152,-73.98676,5.5254529391317835,3,12,0.25,1,0,1,0,0
5477,40.68043,-73.93705,5.351858133476067,2,10,0.21,2,180,1,0,0
5478,40.63628,-74.07763,5.198497031265826,2,139,2.42,1,263,1,0,0
5479,40.72777,-73.99005,4.867534450455582,5,26,0.58,1,0,1,0,0
5480,40.79347,-73.95029,4.51085950651685,1,265,4.5,1,36,0,1,0
5481,40.82257,-73.95565,3.9318256327243257,30,46,0.79,3,330,0,1,0
5482,40.72818,-73.9981,4.948759890378168,1,37,0.66,1,19,1,0,0
5483,40.68692,-73.93113000000001,5.017279836814924,2,5,0.09,1,0,1,0,0
5484,40.72088,-73.98149000000001,5.455321115357702,30,17,0.33,1,364,1,0,0
5485,40.73057,-73.98725999999999,5.14166355650266,2,1,0.16,1,0,1,0,0
5486,40.66303,-73.92526,4.110873864173311,2,6,0.26,3,326,0,1,0
5487,40.6723,-73.95951,5.303304908059076,2,3,0.05,1,0,1,0,0
5489,40.73771,-73.98058,5.017279836814924,30,1,0.02,52,342,1,0,0
5490,40.712759999999996,-73.95114000000001,4.948759890378168,2,3,0.12,1,0,1,0,0
5492,40.67845,-73.99983,4.110873864173311,3,3,0.07,1,0,0,1,0
5493,40.63562,-74.0235,4.875197323201151,3,1,0.07,1,83,1,0,0
5495,40.709740000000004,-73.95612,4.499809670330265,2,30,0.52,3,219,0,1,0
5497,40.74433,-73.91171999999999,5.017279836814924,2,110,1.86,1,294,1,0,0
5498,40.74819,-73.9856,5.484796933490655,3,7,0.13,1,0,1,0,0
5499,40.75592,-73.95515,7.244941546337007,90,31,0.53,1,88,1,0,0
5501,40.8095,-73.95395,4.48863636973214,2,171,2.93,2,234,0,1,0
5502,40.8012,-73.95424,4.330733340286331,1,6,0.1,1,315,0,0,1
5503,40.73923,-73.99826999999999,6.2166061010848646,1,27,0.46,1,90,1,0,0
5504,40.74496,-73.99934,4.836281906951478,4,1,0.08,1,0,1,0,0
5505,40.80311,-73.96648,4.330733340286331,1,65,1.12,1,301,0,1,0
5506,40.73731,-73.98338000000001,4.875197323201151,30,2,0.04,52,335,1,0,0
5507,40.73256,-73.98558,5.14166355650266,30,11,0.19,39,319,1,0,0
5508,40.753190000000004,-74.00159000000001,5.707110264748875,2,11,0.19,1,137,1,0,0
5509,40.68084,-73.94779,4.7535901911063645,2,259,4.43,1,285,1,0,0
5510,40.6876,-73.9167,4.543294782270004,30,23,0.4,1,226,1,0,0
5511,40.68313,-73.9413,4.787491742782046,2,209,3.62,1,241,1,0,0
5512,40.714209999999994,-73.98793,5.198497031265826,6,24,0.41,2,51,1,0,0
5513,40.81453,-73.94807,5.424950017481403,3,8,0.14,3,303,1,0,0
5514,40.67814,-73.9778,5.049856007249537,2,2,0.04,1,0,1,0,0
5515,40.73455,-74.00614,4.7535901911063645,4,16,0.27,1,0,1,0,0
5516,40.64119,-73.96295,3.9318256327243257,2,4,0.07,1,0,0,1,0
5518,40.804520000000004,-73.96393,5.303304908059076,1,30,0.52,3,0,0,1,0
5519,40.68329,-73.9609,5.062595033026967,4,3,0.05,1,0,1,0,0
5520,40.6835,-73.92754000000001,4.983606621708336,3,122,2.14,1,269,1,0,0
5521,40.705909999999996,-73.89264,4.564348191467836,2,46,1.15,1,0,0,1,0
5522,40.80489,-73.95759,4.7535901911063645,1,1,0.02,1,0,1,0,0
5523,40.76294,-73.91545,4.189654742026425,2,5,5.0,1,2,0,1,0
5525,40.75568,-73.91578,5.5254529391317835,2,22,0.43,1,123,0,1,0
5526,40.72023,-73.99693,4.564348191467836,3,135,2.31,1,9,0,1,0
5527,40.66972,-73.97954,5.225746673713202,4,111,1.9,1,9,1,0,0
5528,40.807320000000004,-73.93775,4.02535169073515,1,163,2.76,10,359,0,1,0
5529,40.72322,-73.99351,5.860786223465865,1,1,0.02,1,0,1,0,0
5530,40.71891,-73.98592,5.14166355650266,5,22,0.38,1,259,0,1,0
5531,40.667229999999996,-73.98043,4.61512051684126,2,18,0.31,1,58,1,0,0
5532,40.84787,-73.93306,3.6109179126442243,2,10,0.2,1,0,0,1,0
